Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
900.4,0.19,-0.71,0.55,-0.4,0.62,-0.88,0.76,-0.29,0.44,-0.58,0.65,-0.7,0.23,-0.52,0.66,-0.78,0.41,-0.6,0.5,-0.35,0.72,-0.25,0.61,-0.49,0.7,-0.58,0.39,-0.18,60.4,0
970.2,-0.71,0.39,-0.28,0.73,-0.84,0.92,-0.51,0.34,-0.67,0.62,-0.4,0.57,-0.75,0.28,-0.86,0.31,-0.63,0.68,-0.41,0.53,-0.62,0.24,-0.71,0.52,-0.58,0.79,-0.45,0.27,5.75,0
1050.7,0.33,-0.54,0.66,-0.23,0.49,-0.7,0.91,-0.48,0.29,-0.64,0.57,-0.83,0.4,-0.57,0.52,-0.72,0.35,-0.68,0.61,-0.4,0.47,-0.41,0.69,-0.59,0.63,-0.8,0.45,-0.22,210.0,0
1120.9,-0.44,0.6,-0.32,0.81,-0.72,0.57,-0.83,0.23,-0.61,0.48,-0.25,0.7,-0.71,0.36,-0.89,0.29,-0.67,0.54,-0.42,0.58,-0.53,0.33,-0.64,0.49,-0.61,0.82,-0.37,0.25,75.25,0
1200.0,0.18,-0.52,0.49,-0.66,0.77,-0.82,0.62,-0.23,0.53,-0.41,0.69,-0.6,0.21,-0.68,0.47,-0.74,0.33,-0.56,0.58,-0.33,0.66,-0.27,0.71,-0.42,0.6,-0.79,0.42,-0.19,12.3,1
6.24,-0.35,0.12,-1.56,2.14,-0.78,0.43,-0.19,1.02,-0.57,0.89,-1.23,0.56,-0.09,0.74,-0.44,1.11,-0.66,0.29,-0.91,0.53,-0.18,0.97,-0.72,0.65,-0.31,0.4,-0.55,0.21,42.75,0
112.8,0.54,-0.14,0.87,-0.26,0.33,-0.51,0.19,-1.02,0.62,-0.78,0.29,-0.45,0.88,-0.33,0.51,-0.74,0.23,-0.19,1.02,-0.61,0.14,-0.87,0.32,-0.56,0.29,-0.4,0.55,-0.23,120.4,0
215.5,-0.21,0.34,-0.79,0.61,-0.12,0.44,-0.27,0.92,-0.45,0.36,-0.68,0.28,-0.14,0.71,-0.53,0.97,-0.31,0.24,-0.88,0.12,-0.75,0.49,-0.27,0.33,-0.42,0.58,-0.19,0.76,8.2,0
389.1,0.23,-0.57,0.64,-0.88,0.11,0.49,-0.33,0.79,-0.21,0.65,-0.93,0.34,-0.06,0.58,-0.44,0.81,-0.28,0.49,-0.72,0.21,-0.62,0.57,-0.41,0.45,-0.29,0.66,-0.15,0.38,320.1,0
512.9,-0.43,0.61,-0.12,0.52,-0.37,0.25,-0.48,0.34,-0.66,0.29,-0.74,0.62,-0.27,0.48,-0.31,0.57,-0.49,0.26,-0.84,0.33,-0.18,0.7,-0.53,0.41,-0.37,0.52,-0.16,0.63,65.0,0
678.4,0.65,-0.23,0.44,-0.15,0.29,-0.48,0.17,-0.71,0.52,-0.32,0.88,-0.19,0.4,-0.27,0.53,-0.62,0.29,-0.15,0.46,-0.39,0.21,-0.57,0.33,-0.44,0.28,-0.51,0.19,-0.6,2100.5,0
900.2,-0.12,0.28,-0.37,0.66,-0.25,0.34,-0.49,0.21,-0.58,0.77,-0.31,0.15,-0.42,0.59,-0.39,0.68,-0.24,0.73,-0.52,0.31,-0.16,0.4,-0.29,0.55,-0.38,0.47,-0.22,0.6,5.75,0
1012.7,0.22,-0.48,0.31,-0.29,0.41,-0.37,0.29,-0.61,0.19,0.54,-0.71,0.33,-0.28,0.6,-0.42,0.52,-0.63,0.27,-0.49,0.39,-0.24,0.61,-0.36,0.5,-0.3,0.43,-0.18,0.71,980.0,0
1245.3,-0.37,0.46,-0.21,0.39,-0.53,0.28,-0.44,0.62,-0.3,0.47,-0.66,0.29,-0.11,0.54,-0.25,0.71,-0.35,0.18,-0.76,0.23,-0.29,0.55,-0.41,0.37,-0.22,0.6,-0.14,0.46,13.5,0
1450.0,0.31,-0.62,0.25,-0.37,0.44,-0.29,0.36,-0.48,0.21,0.68,-0.28,0.42,-0.14,0.57,-0.41,0.63,-0.27,0.5,-0.33,0.36,-0.19,0.49,-0.35,0.61,-0.27,0.52,-0.2,0.55,75.0,0
1680.6,-0.29,0.33,-0.46,0.58,-0.17,0.41,-0.32,0.85,-0.29,0.53,-0.57,0.66,-0.25,0.4,-0.29,0.55,-0.38,0.22,-0.69,0.45,-0.21,0.67,-0.46,0.38,-0.31,0.49,-0.12,0.64,999.99,0
1810.2,0.48,-0.31,0.71,-0.64,0.22,0.37,-0.46,0.28,-0.72,0.39,-0.53,0.57,-0.19,0.63,-0.37,0.69,-0.25,0.31,-0.84,0.27,-0.16,0.58,-0.3,0.44,-0.28,0.51,-0.2,0.7,0.99,0
1960.4,-0.52,0.64,-0.33,0.27,-0.48,0.26,-0.42,0.54,-0.31,0.72,-0.25,0.35,-0.17,0.6,-0.28,0.44,-0.56,0.29,-0.46,0.51,-0.2,0.62,-0.39,0.58,-0.22,0.47,-0.14,0.53,3.2,0
2100.0,0.27,-0.51,0.4,-0.63,0.35,-0.29,0.44,-0.37,0.63,-0.28,0.48,-0.46,0.31,-0.29,0.57,-0.41,0.23,-0.15,0.6,-0.36,0.18,-0.74,0.29,-0.51,0.37,-0.23,0.62,-0.3,1400.0,0
2300.7,-0.14,0.29,-0.28,0.54,-0.22,0.33,-0.45,0.19,-0.6,0.44,-0.31,0.25,-0.09,0.68,-0.36,0.76,-0.28,0.21,-0.91,0.32,-0.15,0.6,-0.41,0.37,-0.26,0.54,-0.17,0.6,25000.0,1
2480.9,0.33,-0.41,0.68,-0.22,0.27,-0.33,0.31,-0.69,0.52,-0.41,0.76,-0.23,0.48,-0.31,0.64,-0.58,0.29,-0.18,0.55,-0.44,0.22,-0.57,0.34,-0.49,0.28,-0.46,0.19,-0.65,4.75,0
0.12,0.31,-0.45,1.23,-0.89,2.14,-1.02,0.56,-0.33,0.78,-1.56,0.04,-0.72,1.11,-0.98,0.65,-0.21,1.25,-0.56,0.72,-1.1,0.33,-0.44,0.89,-0.77,1.02,-0.29,0.58,-0.66,42.5,0
8.05,-0.12,0.45,-1.34,0.97,-1.78,0.33,-0.44,1.02,-0.71,0.56,-0.22,1.13,-0.64,0.88,-0.31,1.04,-0.57,0.29,-1.12,0.73,-0.45,0.6,-0.81,1.18,-0.33,0.49,-0.76,0.27,120.0,0
15.9,0.22,-0.31,0.78,-1.21,0.55,-0.88,1.16,-0.59,0.44,-0.98,0.67,-0.41,1.29,-0.66,0.22,-0.77,1.04,-0.34,0.9,-0.55,0.12,-0.68,0.75,-0.24,1.16,-0.47,0.66,-0.89,77.1,0
31.34,-0.45,0.61,-0.92,1.14,-0.37,0.78,-1.23,0.52,-0.66,0.99,-0.31,0.48,-1.05,0.23,0.84,-0.72,0.37,-1.18,0.66,-0.45,0.29,-0.91,0.74,-0.53,1.01,-0.28,0.6,-0.77,560.0,0
47.22,0.76,-0.54,1.21,-0.97,0.44,-0.63,1.02,-0.41,0.87,-1.54,0.28,-0.39,1.14,-0.57,0.63,-0.82,0.55,-0.66,1.2,-0.41,0.34,-0.72,0.91,-0.28,0.83,-0.49,0.71,-0.9,230.75,0
63.01,-0.33,0.44,-0.67,1.22,-0.55,0.91,-0.98,0.63,-1.06,0.49,-0.41,0.72,-0.88,0.26,0.91,-0.57,0.48,-0.73,1.32,-0.5,0.21,-0.84,0.66,-0.39,1.07,-0.32,0.58,-0.65,12.3,0
82.9,0.15,-0.27,0.63,-0.58,0.92,-0.99,0.78,-0.62,0.54,-1.22,0.37,-0.47,0.98,-0.85,0.42,-0.61,0.88,-0.39,0.73,-0.57,0.26,-0.98,0.56,-0.31,0.95,-0.44,0.6,-0.78,5.6,0
99.46,-0.21,0.72,-0.44,1.03,-0.29,0.67,-0.92,0.81,-1.41,0.52,-0.23,0.59,-0.99,0.31,0.77,-0.68,0.46,-0.8,1.15,-0.53,0.49,-0.7,0.73,-0.36,1.02,-0.41,0.66,-0.62,310.2,0
115.12,0.61,-0.48,0.92,-1.04,0.28,-0.76,1.31,-0.54,0.75,-1.33,0.44,-0.37,1.2,-0.63,0.79,-0.81,0.57,-0.69,1.08,-0.5,0.34,-0.85,0.83,-0.42,1.11,-0.46,0.69,-0.74,98.4,0
132.77,-0.54,0.63,-0.83,1.1,-0.46,0.82,-0.95,0.57,-1.02,0.68,-0.38,0.75,-0.97,0.29,0.99,-0.53,0.5,-0.71,1.19,-0.49,0.18,-0.79,0.94,-0.34,0.97,-0.37,0.72,-0.66,280.0,0
150.8,0.29,-0.32,0.87,-0.74,0.61,-0.88,1.05,-0.59,0.69,-1.11,0.51,-0.45,0.92,-0.72,0.37,-0.64,0.84,-0.48,1.02,-0.57,0.23,-0.82,0.77,-0.29,0.88,-0.54,0.63,-0.72,65.25,0
168.01,-0.66,0.58,-0.71,1.16,-0.62,0.79,-0.97,0.65,-1.04,0.72,-0.36,0.68,-0.92,0.31,0.83,-0.59,0.52,-0.71,1.25,-0.48,0.29,-0.87,0.66,-0.41,0.96,-0.45,0.6,-0.79,980.0,0
180.66,0.72,-0.61,1.05,-0.89,0.37,-0.73,1.18,-0.46,0.92,-1.5,0.29,-0.38,1.07,-0.61,0.66,-0.83,0.49,-0.68,1.15,-0.52,0.31,-0.75,0.7,-0.35,1.04,-0.46,0.63,-0.71,420.0,0
199.99,-0.31,0.54,-0.58,1.08,-0.41,0.74,-0.88,0.68,-0.95,0.61,-0.29,0.55,-0.9,0.26,0.9,-0.62,0.47,-0.7,1.1,-0.54,0.28,-0.83,0.65,-0.4,0.99,-0.48,0.58,-0.66,55.75,0
210.11,0.46,-0.41,0.72,-0.63,0.83,-0.97,0.92,-0.58,0.79,-1.27,0.35,-0.41,1.1,-0.69,0.58,-0.75,0.66,-0.62,0.98,-0.51,0.31,-0.86,0.71,-0.33,0.92,-0.49,0.6,-0.7,9.99,0
224.33,-0.54,0.61,-0.89,1.15,-0.33,0.78,-0.92,0.56,-1.08,0.7,-0.35,0.66,-0.94,0.28,0.97,-0.58,0.49,-0.7,1.15,-0.46,0.24,-0.79,0.68,-0.37,0.95,-0.4,0.64,-0.66,140.0,0
241.44,0.33,-0.29,0.77,-0.82,0.51,-0.86,1.01,-0.53,0.69,-1.18,0.39,-0.42,1.06,-0.62,0.71,-0.74,0.57,-0.66,1.12,-0.5,0.29,-0.81,0.74,-0.34,0.98,-0.45,0.66,-0.69,210.0,0
256.78,-0.19,0.48,-0.71,1.04,-0.37,0.83,-0.97,0.6,-1.02,0.58,-0.32,0.54,-0.89,0.27,0.89,-0.63,0.45,-0.68,1.08,-0.56,0.26,-0.82,0.66,-0.39,0.97,-0.44,0.6,-0.71,75.2,0
0.0,0.12,-0.77,0.34,-0.11,1.23,-0.88,0.56,-1.02,0.33,-0.45,0.98,-0.12,0.44,-0.76,1.11,-0.55,0.7,-0.9,0.25,-0.33,0.6,-0.2,0.15,-0.46,0.92,-0.31,0.05,-0.79,120.5,0
10.0,0.25,-0.64,0.42,-0.09,1.56,-0.72,0.63,-1.15,0.29,-0.5,1.02,-0.15,0.5,-0.8,1.25,-0.6,0.68,-0.85,0.3,-0.25,0.7,-0.18,0.18,-0.5,0.88,-0.37,0.12,-0.82,230.0,0
25.5,-0.05,-0.92,0.28,-0.22,1.1,-0.95,0.4,-0.98,0.31,-0.38,0.95,-0.2,0.42,-0.7,1.05,-0.48,0.72,-0.99,0.27,-0.4,0.58,-0.22,0.14,-0.52,0.79,-0.29,0.08,-0.75,75.0,0
40.0,0.31,-0.71,-0.15,0.28,0.89,-0.65,0.5,-1.1,0.41,-0.42,0.87,-0.18,0.38,-0.6,0.98,-0.57,0.65,-0.8,0.36,-0.28,0.62,-0.16,0.2,-0.48,0.84,-0.34,0.11,-0.68,340.0,0
60.0,-0.12,-0.85,0.4,-0.05,1.34,-0.8,0.58,-1.2,0.29,-0.45,1.01,-0.18,0.48,-0.72,1.12,-0.5,0.7,-0.92,0.28,-0.35,0.64,-0.19,0.16,-0.54,0.9,-0.31,0.09,-0.77,480.0,0
75.5,0.18,-0.6,-0.22,0.35,1.44,-0.7,0.57,-1.05,0.37,-0.39,0.99,-0.14,0.46,-0.66,1.15,-0.52,0.72,-0.88,0.32,-0.3,0.6,-0.15,0.18,-0.5,0.85,-0.29,0.1,-0.7,620.0,0
90.0,-0.06,-0.95,0.34,-0.25,1.2,-0.88,0.62,-1.18,0.29,-0.41,0.92,-0.16,0.4,-0.68,1.02,-0.54,0.69,-0.85,0.24,-0.32,0.59,-0.17,0.15,-0.51,0.88,-0.34,0.07,-0.73,210.0,0
105.0,0.27,-0.7,-0.1,0.31,1.5,-0.6,0.59,-1.08,0.38,-0.4,0.97,-0.12,0.45,-0.65,1.08,-0.58,0.66,-0.9,0.29,-0.29,0.61,-0.18,0.17,-0.55,0.91,-0.28,0.13,-0.74,999.0,0
120.0,-0.09,-0.84,0.46,-0.13,0.97,-0.92,0.4,-1.0,0.35,-0.46,0.89,-0.2,0.41,-0.8,1.2,-0.62,0.75,-0.87,0.31,-0.3,0.6,-0.19,0.14,-0.52,0.86,-0.31,0.08,-0.75,45.0,0
135.0,0.34,-0.6,-0.18,0.29,1.7,-0.66,0.53,-1.16,0.26,-0.44,1.04,-0.14,0.49,-0.72,1.22,-0.62,0.68,-0.93,0.29,-0.28,0.63,-0.16,0.16,-0.5,0.92,-0.29,0.12,-0.66,150.0,0
150.0,-0.15,-0.88,0.32,-0.19,1.24,-0.74,0.58,-1.1,0.28,-0.39,0.96,-0.17,0.47,-0.71,1.1,-0.53,0.69,-0.86,0.26,-0.31,0.6,-0.18,0.15,-0.48,0.89,-0.3,0.09,-0.74,5.0,0
165.0,0.2,-0.65,0.4,-0.08,1.35,-0.68,0.61,-1.12,0.32,-0.41,0.93,-0.15,0.46,-0.66,1.18,-0.55,0.71,-0.89,0.28,-0.27,0.62,-0.17,0.15,-0.53,0.87,-0.28,0.1,-0.7,320.0,0
172.0,-0.07,-0.9,0.36,-0.2,1.15,-0.85,0.45,-1.05,0.29,-0.42,0.9,-0.18,0.44,-0.68,1.0,-0.6,0.65,-0.84,0.25,-0.36,0.58,-0.2,0.14,-0.49,0.81,-0.27,0.07,-0.72,310.0,0
0.0,0.5,-0.3,1.2,-0.9,0.0,-1.1,0.4,-0.2,0.7,-0.5,0.3,-0.8,1.4,-0.6,0.9,-1.2,0.2,-0.7,1.1,-0.4,0.5,-0.3,0.6,-0.9,0.8,-0.2,0.3,-0.5,42.0,0
120.0,0.6,-0.4,1.3,-0.8,0.1,-1.0,0.5,-0.1,0.6,-0.4,0.2,-0.7,1.3,-0.5,0.8,-1.1,0.3,-0.6,1.0,-0.3,0.6,-0.2,0.5,-0.8,0.7,-0.1,0.4,-0.6,88.0,0
240.0,0.4,-0.5,1.1,-0.7,0.2,-1.2,0.6,-0.3,0.8,-0.6,0.4,-0.9,1.5,-0.4,0.7,-1.0,0.1,-0.8,1.2,-0.5,0.4,-0.3,0.7,-0.7,0.9,-0.2,0.6,-0.4,120.0,0
360.0,0.7,-0.2,1.4,-0.6,0.3,-1.3,0.7,-0.4,0.9,-0.7,0.5,-1.0,1.6,-0.3,0.6,-0.9,0.0,-0.9,1.3,-0.6,0.3,-0.4,0.8,-0.6,1.0,-0.3,0.7,-0.5,55.0,0
480.0,0.3,-0.6,1.0,-0.8,0.4,-1.1,0.3,-0.2,0.5,-0.5,0.3,-0.6,1.2,-0.7,0.5,-1.2,0.2,-0.4,1.0,-0.3,0.4,-0.2,0.6,-0.5,0.8,-0.1,0.5,-0.6,300.0,0
600.0,0.8,-0.3,1.6,-0.5,0.2,-1.4,0.8,-0.2,1.0,-0.8,0.6,-1.1,1.7,-0.2,0.5,-0.8,0.1,-0.7,1.4,-0.4,0.5,-0.1,0.5,-0.4,0.9,-0.2,0.4,-0.3,15.0,0
720.0,0.9,-0.1,1.7,-0.4,0.1,-1.5,0.9,-0.1,1.1,-0.9,0.7,-1.2,1.8,-0.1,0.4,-0.7,0.0,-0.6,1.5,-0.3,0.6,-0.2,0.5,-0.3,0.9,-0.1,0.3,-0.2,75.0,0
840.0,0.2,-0.7,0.9,-0.9,0.5,-1.0,0.4,-0.3,0.6,-0.6,0.2,-0.7,1.1,-0.8,0.4,-1.3,0.3,-0.5,0.9,-0.4,0.2,-0.1,0.4,-0.6,0.7,-0.3,0.2,-0.4,9.0,0
960.0,0.5,-0.4,1.2,-0.7,0.3,-1.1,0.5,-0.2,0.7,-0.5,0.4,-0.8,1.3,-0.6,0.6,-1.0,0.1,-0.7,1.1,-0.5,0.5,-0.3,0.6,-0.5,0.8,-0.2,0.4,-0.5,260.0,0
1080.0,0.6,-0.5,1.3,-0.6,0.2,-1.2,0.6,-0.3,0.8,-0.5,0.2,-0.7,1.4,-0.4,0.7,-0.9,0.2,-0.6,1.2,-0.3,0.4,-0.2,0.5,-0.4,0.9,-0.1,0.5,-0.5,45.0,0
1200.0,0.7,-0.3,1.5,-0.5,0.4,-1.3,0.7,-0.4,0.9,-0.6,0.3,-0.8,1.6,-0.3,0.8,-0.8,0.1,-0.5,1.3,-0.4,0.5,-0.1,0.6,-0.5,0.8,-0.1,0.3,-0.4,150.0,0
1320.0,0.4,-0.6,1.0,-0.8,0.6,-1.0,0.4,-0.2,0.5,-0.7,0.2,-0.8,1.2,-0.7,0.5,-1.1,0.3,-0.6,1.0,-0.3,0.4,-0.2,0.5,-0.6,0.7,-0.2,0.4,-0.5,60.0,0
1440.0,0.9,-0.2,1.8,-0.4,0.1,-1.4,0.9,-0.1,1.0,-0.6,0.6,-1.0,1.9,-0.2,0.4,-0.7,0.0,-0.6,1.5,-0.4,0.4,-0.3,0.4,-0.5,0.9,-0.1,0.6,-0.4,210.0,0
1560.0,0.3,-0.5,0.9,-0.9,0.5,-1.0,0.3,-0.3,0.6,-0.6,0.1,-0.5,1.0,-0.8,0.3,-1.2,0.2,-0.7,1.1,-0.2,0.3,-0.2,0.4,-0.4,0.6,-0.3,0.3,-0.6,25.0,0
1680.0,0.5,-0.4,1.1,-0.7,0.2,-1.2,0.5,-0.3,0.7,-0.5,0.3,-0.8,1.3,-0.6,0.5,-1.0,0.1,-0.7,1.0,-0.4,0.4,-0.2,0.5,-0.4,0.7,-0.2,0.4,-0.5,55.0,0
1800.0,0.6,-0.3,1.2,-0.6,0.3,-1.1,0.6,-0.2,0.8,-0.6,0.4,-0.9,1.4,-0.5,0.7,-0.9,0.2,-0.5,1.2,-0.3,0.6,-0.1,0.5,-0.4,0.8,-0.2,0.5,-0.3,95.0,0
0.0,0.12,-0.45,0.67,-1.23,0.05,0.89,-0.34,1.11,-0.56,0.33,-0.78,0.21,-0.9,0.44,-0.12,0.98,-0.65,0.27,-0.79,0.54,-0.31,0.66,-0.48,0.15,-0.29,0.72,-0.41,0.9,42.75,0
5.2,-0.33,0.54,-1.1,0.76,-0.04,0.33,-0.67,0.22,-0.89,1.02,-0.31,0.58,-0.45,0.11,-0.29,0.66,-0.72,0.39,-0.15,0.28,-0.54,0.71,-0.37,0.05,-0.62,0.48,-0.29,0.37,12.4,0
12.7,0.25,-0.12,0.54,-0.35,0.88,-0.66,0.14,-0.22,0.91,-0.43,0.27,-0.58,0.36,-0.19,0.23,-0.72,0.51,-0.33,0.28,-0.15,0.44,-0.66,0.29,-0.51,0.62,-0.38,0.17,-0.29,230.0,0
26.4,-0.54,0.41,-0.74,0.29,-0.08,0.67,-0.23,0.54,-0.11,0.72,-0.49,0.13,-0.62,0.27,-0.33,0.81,-0.46,0.29,-0.57,0.46,-0.28,0.61,-0.34,0.19,-0.48,0.73,-0.21,0.49,7.5,0
47.9,0.38,-0.27,0.95,-0.49,0.12,-0.58,0.33,-0.41,0.28,-0.66,0.39,-0.75,0.21,-0.37,0.44,-0.14,0.66,-0.22,0.55,-0.31,0.27,-0.68,0.33,-0.52,0.19,-0.29,0.47,-0.41,154.3,0
53.2,-0.21,0.63,-0.48,0.81,-0.12,0.29,-0.74,0.14,0.66,-0.35,0.51,-0.62,0.27,-0.29,0.39,-0.88,0.12,-0.47,0.63,-0.23,0.68,-0.41,0.25,-0.65,0.32,-0.54,0.19,-0.48,89.9,0
66.8,0.71,-0.44,0.31,-0.69,0.24,-0.51,0.62,-0.37,0.45,-0.28,0.73,-0.19,0.51,-0.72,0.28,-0.23,0.67,-0.41,0.39,-0.56,0.15,-0.63,0.44,-0.27,0.58,-0.32,0.21,-0.49,300.0,0
78.1,-0.14,0.28,-0.66,0.52,-0.23,0.69,-0.15,0.31,-0.78,0.22,-0.54,0.46,-0.31,0.17,-0.45,0.63,-0.29,0.54,-0.12,0.39,-0.62,0.27,-0.41,0.18,-0.57,0.49,-0.26,0.33,55.6,0
92.3,0.29,-0.52,0.44,-0.18,0.71,-0.62,0.21,-0.37,0.64,-0.29,0.58,-0.44,0.32,-0.61,0.39,-0.27,0.84,-0.19,0.47,-0.33,0.22,-0.58,0.31,-0.49,0.26,-0.41,0.17,-0.36,9.99,0
104.6,-0.62,0.41,-0.55,0.67,-0.07,0.33,-0.83,0.21,0.74,-0.41,0.28,-0.69,0.19,-0.32,0.36,-0.77,0.25,-0.52,0.44,-0.28,0.59,-0.45,0.33,-0.58,0.21,-0.46,0.18,-0.41,1200.0,0
111.2,0.53,-0.29,0.68,-0.41,0.19,-0.36,0.71,-0.28,0.39,-0.65,0.24,-0.53,0.41,-0.32,0.27,-0.79,0.14,-0.46,0.58,-0.27,0.31,-0.52,0.44,-0.61,0.29,-0.37,0.16,-0.29,76.4,0
128.9,-0.28,0.66,-0.41,0.29,-0.58,0.21,-0.73,0.45,-0.33,0.61,-0.47,0.25,-0.39,0.32,-0.24,0.88,-0.55,0.41,-0.32,0.52,-0.14,0.63,-0.29,0.4,-0.57,0.33,-0.22,0.27,6.25,0
142.5,0.11,-0.41,0.79,-0.23,0.63,-0.54,0.16,-0.29,0.71,-0.38,0.26,-0.64,0.48,-0.27,0.35,-0.64,0.22,-0.51,0.42,-0.29,0.53,-0.46,0.31,-0.58,0.19,-0.41,0.29,-0.33,980.4,0
156.9,-0.39,0.52,-0.61,0.77,-0.15,0.36,-0.61,0.23,-0.48,0.52,-0.31,0.68,-0.29,0.18,-0.37,0.74,-0.21,0.49,-0.63,0.27,-0.54,0.39,-0.42,0.16,-0.31,0.65,-0.28,0.42,15.99,0
167.3,0.22,-0.33,0.54,-0.49,0.09,-0.64,0.28,-0.51,0.35,-0.27,0.61,-0.46,0.29,-0.37,0.44,-0.21,0.69,-0.32,0.54,-0.28,0.31,-0.58,0.27,-0.49,0.52,-0.34,0.18,-0.27,72.75,0
172.0,-0.47,0.38,-0.69,0.54,-0.25,0.42,-0.62,0.31,-0.41,0.63,-0.57,0.21,-0.48,0.29,-0.34,0.55,-0.29,0.61,-0.21,0.47,-0.43,0.36,-0.52,0.14,-0.39,0.71,-0.27,0.33,3.5,0
170.2,-0.18,0.29,-0.41,0.62,-0.07,0.34,-0.76,0.27,0.59,-0.31,0.74,-0.42,0.19,-0.28,0.33,-0.63,0.26,-0.47,0.51,-0.29,0.4,-0.61,0.23,-0.56,0.31,-0.49,0.17,-0.38,3000.0,0
12.5,0.12,-0.34,1.05,-2.17,0.89,-0.45,2.13,-1.01,0.44,-0.75,1.22,-0.68,0.99,-1.45,0.73,-0.32,1.11,-0.55,0.66,-1.23,0.54,-0.88,1.02,-0.47,0.89,-1.15,0.78,-0.66,72.5,0
35.0,-0.56,0.77,-1.22,0.34,-0.89,0.41,-0.97,1.58,-0.23,0.66,-0.51,1.24,-0.72,0.85,-1.04,0.29,-0.63,1.11,-0.98,0.44,-0.57,1.23,-0.34,0.71,-0.95,1.05,-0.46,0.88,125.3,0
78.2,-1.22,0.46,-0.87,1.34,-0.63,1.02,-0.44,0.97,-1.11,0.23,-0.66,1.18,-0.29,0.57,-0.9,1.44,-0.51,0.88,-1.02,0.34,-0.72,0.95,-0.41,1.06,-0.68,0.77,-1.05,0.49,220.0,0
120.5,0.34,-0.89,1.12,-0.51,0.77,-1.34,0.66,-0.28,1.09,-0.72,0.58,-1.22,0.33,-0.99,0.41,-1.28,0.72,-0.55,1.03,-0.44,0.66,-1.1,0.29,-0.78,1.14,-0.63,0.85,-1.02,340.75,0
189.0,-0.98,0.63,-0.44,0.95,-1.11,0.72,-0.55,1.04,-0.66,0.58,-0.91,1.29,-0.4,0.77,-1.15,0.45,-0.68,1.02,-0.52,0.71,-0.83,1.06,-0.37,0.84,-1.02,0.66,-0.92,0.58,15.2,0
240.0,0.75,-0.46,0.89,-1.23,0.34,-0.78,1.12,-0.91,0.57,-0.62,1.02,-0.48,0.91,-0.6,1.14,-0.34,0.73,-1.07,0.4,-0.79,1.18,-0.52,0.97,-0.66,0.58,-0.97,1.05,-0.41,980.0,0
295.3,-0.61,0.34,-1.15,0.77,-0.48,1.29,-0.73,0.63,-1.02,0.81,-0.55,1.31,-0.28,0.46,-0.92,0.67,-1.04,0.54,-0.39,0.88,-0.66,1.14,-0.41,0.73,-0.87,0.95,-0.52,0.6,310.4,0
360.0,1.12,-0.77,0.59,-1.14,0.92,-0.45,1.07,-0.63,0.84,-0.55,0.97,-0.23,1.04,-0.78,0.61,-1.03,0.48,-0.72,1.21,-0.39,0.65,-0.97,1.02,-0.44,0.79,-1.14,0.57,-0.89,66.6,0
410.7,-0.49,0.81,-0.73,0.29,-0.92,1.21,-0.66,0.52,-1.28,0.74,-0.41,1.09,-0.62,0.33,-0.87,1.32,-0.54,0.88,-0.47,0.95,-0.71,1.05,-0.39,0.68,-1.02,0.6,-0.78,0.55,210.9,0
480.0,0.29,-0.68,0.97,-0.45,0.61,-0.33,1.15,-0.92,0.66,-0.58,1.03,-0.27,0.88,-0.7,0.54,-1.2,0.89,-0.52,0.72,-0.84,1.1,-0.49,0.84,-0.6,0.67,-1.06,0.72,-0.87,47.25,0
540.2,-0.83,0.52,-0.61,0.98,-0.46,1.28,-0.71,0.64,-1.1,0.79,-0.54,1.21,-0.35,0.51,-0.95,0.58,-1.02,0.44,-0.31,0.92,-0.68,1.12,-0.4,0.79,-0.92,0.83,-0.63,0.66,5.99,0
612.0,0.65,-0.74,1.04,-0.58,0.83,-0.41,1.03,-0.71,0.92,-0.62,1.01,-0.29,0.97,-0.83,0.68,-1.15,0.54,-0.68,-0.12,0.86,-0.79,1.2,-0.33,0.71,-0.88,0.92,-0.52,0.59,150.0,0
675.4,-0.44,0.6,-0.92,1.21,-0.37,0.99,-0.58,0.83,-1.04,0.46,-0.71,1.15,-0.44,0.66,-0.88,0.53,-1.01,0.72,-0.41,0.97,-0.57,1.08,-0.35,0.62,-0.85,0.74,-0.59,0.7,890.1,0
800.0,1.25,-0.89,0.62,-0.76,0.79,-0.54,0.98,-0.63,1.14,-0.48,0.86,-0.31,1.02,-0.52,0.7,-0.97,0.66,-0.75,1.05,-0.41,0.63,-0.85,0.99,-0.46,0.81,-0.92,0.74,-0.66,310.15,0
900.0,-0.73,0.65,-1.01,0.52,-0.59,1.21,-0.72,0.69,-1.08,0.83,-0.48,1.28,-0.27,0.49,-0.94,0.6,-0.95,0.56,-0.34,0.9,-0.62,1.03,-0.42,0.76,-0.99,0.68,-0.71,0.58,55.0,0
980.0,0.44,-0.51,0.92,-0.66,0.75,-0.47,1.11,-0.81,0.57,-0.63,0.99,-0.28,0.95,-0.65,0.73,-1.04,0.61,-0.59,0.88,-0.52,1.02,-0.46,0.85,-0.57,0.69,-0.96,0.81,-0.7,410.0,0
1050.0,-0.58,0.47,-0.83,1.1,-0.41,0.93,-0.6,0.77,-0.99,0.29,-0.76,1.16,-0.35,0.6,-0.88,0.54,-0.97,0.63,-0.32,0.85,-0.71,1.04,-0.38,0.7,-0.9,0.79,-0.65,0.66,120.0,0
